district,mandal,panchayat,num,lon,lat,alt,acc,drumseeded,dup,sort_rand,masked_id
"MAHABUBNAGAR","NAWABPET","Kishanguda",4,78.0798077,16.948248,541,4.418,0,0,.51586181,75
"KARIMNAGAR","RAMADUGU","Deshrajpalle",2,79.06774160000001,18.5299886,239.4,4.422,0,0,.51698399,254
"WANAPARTHY","GHANPUR","Venkatampally",8,78.04272589999999,16.589909,341.1,4.04,1,1,.5174349,170
"NAGARKURNOOL","BIJINAPALLY","Gouraram",20,78.1311333,16.5785567,475.4,3.9,0,1,.51840222,115
"NAGARKURNOOL","BALMOOR","Banala",4,78.62511120000001,16.3316185,486.4,3.599,0,0,.51842231,103
"WANAPARTHY","WANAPARTHY","Chimanguntapally",4,78.1009825,16.4285201,422.7,3.9,1,0,.51846236,2
"NAGARKURNOOL","PEDDAKOTHAPALLE","Kalwakole",2,78.31018039999999,16.1757872,339.2,2.937,1,0,.51850593,138
"NAGARKURNOOL","VANGOOR","Kondareddipalle",6,78.5662585,16.6139702,406.7017822265625,3.9,1,1,.5185281,154
"JAGTIAL","GOLLAPALLE","Thirumalapur",3,79.0851574,18.7690218,216.7,3.9,0,0,.5190134,285
"NAGARKURNOOL","TADOOR","Cherla Itikyala",1,78.30346,16.5279457,467.8,3.9,0,3,.51954806,144
"NAGARKURNOOL","KODAIR","Takur Tanda",6,78.22814839999999,16.215442,300.7783203125,3.9,1,0,.51962394,118
"PEDDAPALLI","MANTHANI","Kakarlapalli",2,79.6703831,18.6284014,0,4300,1,3,.51981544,353
"PEDDAPALLI","SULTANABAD","Gattepalli",3,79.3168297,18.4918715,227.9,3.9,0,0,.5199635,365
"JAGTIAL","KORUTLA","Madhapur",4,78.7507188,18.851007,277.1,3.483,0,0,.51998758,310
"JAGTIAL","MALLIAL","Thatipally",3,78.9909054,18.6789177,244,3.253,0,0,.52031267,327
"JAGTIAL","KATHLAPUR","Sirkonda",1,78.7063253,18.7606049,289.8,3.9,0,3,.52116752,313
"PEDDAPALLI","SULTANABAD","Chinabonkur",9,79.3496849,18.5310867,161.6,5.725,0,1,.5212698,363
"NAGARKURNOOL","BALMOOR","Banala",5,78.6331594,16.3152187,490.1,3.083,0,0,.52155191,106
"MAHABUBNAGAR","JADCHERLA","Nelabanda Thanda",2,78.29915200000001,16.8529795,0,91.887,1,0,.52170157,58
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",3,79.19144300000001,18.1973397,325.3,3.9,1,0,.52185094,214
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",1,77.8076001,16.5332306,0,3099.999,0,7,.52199829,52
"MAHABUBNAGAR","BHOOTHPUR","Karivena",4,78.08719859999999,16.6714393,367.3,4.511,1,0,.52204275,49
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",14,79.16996330000001,18.4629522,0,1354.053,1,0,.52217615,246
"KARIMNAGAR","RAMADUGU","Deshrajpalle",7,79.0714804,18.5343442,223.4,3.899,0,0,.52260149,256
"PEDDAPALLI","ODELA","Abbidapalli",7,79.4747399,18.4663772,140.2821655273438,3.9,0,2,.52313191,12
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",1,78.25607479999999,16.1197544,231.128173828125,3.9,1,2,.5231443,125
"NAGARKURNOOL","BALMOOR","Balmoor",2,78.5574903,16.316878,481.1,3.9,0,0,.52329803,114
"NAGARKURNOOL","KALWAKURTHY","Tharnikal Thanda",12,78.4238136,16.6422438,379.1976928710938,3.73,1,2,.52456838,116
"KARIMNAGAR","MANAKONDUR","Munjampally",3,79.19029829999999,18.3780185,0,2599.999,1,3,.52540356,251
"KARIMNAGAR","RAMADUGU","Deshrajpalle",5,79.0666494,18.5442441,229.1,4.762,0,0,.5260672,257
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",14,79.0852639,18.4549283,289,3.9,0,0,.52621174,247
"WANAPARTHY","PEBBAIR","Buniyadpur",5,77.98894799999999,16.1613145,211.51,25.627,1,0,.52644038,186
"PEDDAPALLI","SULTANABAD","Kandunuripalli",16,79.3310623,18.5489551,149.2,4.691,0,0,.52680939,361
"NAGARKURNOOL","BALMOOR","Banala",8,78.63126490000001,16.3073284,428.511962890625,3.881,0,0,.52688169,105
"NAGARKURNOOL","PEDDAKOTHAPALLE","Kalwakole",3,78.3123184,16.1887171,262.987,4.224,0,0,.52700645,139
"JAGTIAL","KODIMIAL","Sriramulapally",2,78.9486478,18.5864947,309,6,0,0,.52716249,304
"WANAPARTHY","WANAPARTHY","Chimanguntapally",1,78.10428539999999,16.4222611,342.4,3.9,1,1,.52718705,191
"KARIMNAGAR","RAMADUGU","Deshrajpalle",1,79.0666535,18.5442607,228.5,3.42,0,1,.52720296,257
"MAHABUBNAGAR","RAJAPUR","Thirumalapur",2,78.03398610000001,16.8958522,0,2900,0,1,.52752024,84
"NAGARKURNOOL","BALMOOR","Balmoor",6,78.55737619999999,16.3166136,474.3,3.9,0,0,.52826107,114
"NAGARKURNOOL","VANGOOR","Dindichinthalapalle",10,78.6058317,16.5270853,406.9,3.9,0,3,.52885509,159
"NAGARKURNOOL","ACHAMPET","Chandapur",2,78.7172905,16.4463425,412.8,3.9,0,0,.52917534,95
"NAGARKURNOOL","PENTLAVELLI","Kondoor",5,78.2172956,16.0926358,195.255,9.243,1,0,.52922916,140
"NAGARKURNOOL","PEDDAKOTHAPALLE","Peddakarpamula",6,78.39369929999999,16.3030645,334.025634765625,3.881,0,0,.5293867,132
"MAHABUBNAGAR","NAWABPET","Pomal",4,78.02228650000001,16.9535137,618.2,3.58,1,2,.52982992,73
"KARIMNAGAR","MANAKONDUR","Munjampally",9,79.18907969999999,18.3813822,273,3.9,0,0,.5301007,250
"JAGTIAL","METPALLI","Metlachittapur",3,78.58469599999999,18.7953116,344.3,3.9,1,0,.53034347,332
"PEDDAPALLI","KAMANPUR","Rompikunta",1,79.47806850000001,18.6684574,114.9931640625,3.9,0,2,.53049999,351
"JAGTIAL","IBRAHIMPATNAM","Eradandi",8,78.5642989,18.9525371,273.5,3.933,0,1,.53068888,288
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",3,79.0851933,18.4548158,289.8,3.9,0,1,.53070104,247
"JAGTIAL","GOLLAPALLE","Rapalli",9,79.04756260000001,18.8071251,156,3.682,0,0,.53087366,278
"PEDDAPALLI","MANTHANI","Kakarlapalli",16,79.6703831,18.6284014,0,4300,1,3,.53106737,353
"JAGTIAL","METPALLI","Rajeshwar Raopet",4,78.573369,18.8217459,331.1,3.9,0,0,.53127247,18
"JAGTIAL","GOLLAPALLE","Bonkur",2,79.10863790000001,18.8326048,112,3.865,0,0,.53130716,275
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",1,78.5561653,16.4448589,362.73046875,3.881,0,2,.5314377,151
"NAGARKURNOOL","ACHAMPET","Pulazala",3,78.6535714,16.4476302,366.392333984375,3.9,1,0,.53150314,89
"JAGTIAL","MALLAPUR","Sirpoor",16,78.6851489,18.9332391,288.3,3.9,1,0,.53157502,318
"PEDDAPALLI","MANTHANI","Nagaram",8,79.6139982,18.6758032,79.3175048828125,4.673,0,0,.53167522,352
"KARIMNAGAR","THIMMAPUR","Nusthulapur",2,79.1567933,18.3193948,0,4500,1,1,.53171843,260
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",6,78.1167715,16.1584341,254.878,3.9,1,0,.53181767,200
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",13,79.21196689999999,18.4829639,247.3,3.566,1,0,.53194088,244
"NAGARKURNOOL","PEDDAKOTHAPALLE","Peddakarpamula",14,78.39336179999999,16.3016668,339.0015869140625,3.881,0,1,.53234559,132
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",6,78.582656,18.917891,289.2,3.9,0,1,.53308481,292
"WANAPARTHY","WANAPARTHY","Chimanguntapally",7,78.09261050000001,16.4169408,322.383,4.232,1,0,.53343946,193
"KARIMNAGAR","RAMADUGU","Deshrajpalle",2,79.0708898,18.5382074,231.8,3.516,0,0,.53415781,255
"WANAPARTHY","AMARCHINTHA","Chandranaik Thanda",1,77.77874127030373,16.37819974336797,0,0,0,1,.53438336,168
"NAGARKURNOOL","VANGOOR","Kondareddipalle",4,78.5768097,16.6381923,372.7430419921875,3.929,0,0,.53469342,155
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",3,79.2160361,18.4826986,0,2900,1,0,.53478086,242
"KARIMNAGAR","GANGADHARA","Garshakurthy",8,78.9629188,18.5134096,341.1,3.62,0,0,.53479075,241
"PEDDAPALLI","PEDDAPALLE","Kasulapalli",3,79.31841900000001,18.6815253,0,2299.999,0,0,.53484738,355
"PEDDAPALLI","PEDDAPALLE","Kothapalli",5,79.4081803,18.5386498,142.4,8.891,0,0,.5355224,358
"JAGTIAL","MALLAPUR","Regunta",3,78.75392669999999,18.9456278,235.4,3.9,0,0,.53556603,321
"NAGARKURNOOL","VANGOOR","Kondareddipalle",2,78.57247889999999,16.6453657,485.8,3.9,0,0,.53581601,153
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",6,78.35471560000001,16.2383738,390.2,3.9,0,2,.53590739,136
"JAGTIAL","MALLIAL","Thatipally",1,78.9769671,18.7019811,221,4.083,0,1,.53610259,325
"WANAPARTHY","KOTHAKOTA","Pamapur",3,77.91937787085772,16.25101113058768,0,0,0,0,.53652263,174
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",1,79.0852471,18.4546007,300.1,3.9,0,2,.5367772,248
"NAGARKURNOOL","TADOOR","Cherla Itikyala",5,78.3034609,16.5279007,462.8,3.9,0,0,.53678393,144
"PEDDAPALLI","ODELA","Abbidapalli",7,79.4728298,18.469398,270.2,4.016,0,0,.5369615,11
"KARIMNAGAR","CHOPPADANDI","Gumlapur",5,79.1374362,18.5601212,232,4.495,0,0,.53724194,218
"JAGTIAL","RAIKAL","Alipur",6,78.8684138,18.8726972,290.5,3.9,0,0,.53729248,344
"PEDDAPALLI","ANTHERGAON","Akenapalli",2,79.3696142,18.7944912,92.90000000000001,3.78,0,0,.53888971,349
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",2,79.048846,18.3530507,299.6,3.9,0,0,.53909254,234
"JAGTIAL","GOLLAPALLE","Rapalli",7,79.0343709,18.8061634,159,4.416,0,0,.53918785,281
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",10,77.79133830000001,16.5779389,302.339,4.554,0,0,.53957266,53
"WANAPARTHY","PEBBAIR","Sugur",2,77.98907819999999,16.1418582,186.9,5.88,1,0,.53963166,4
"JAGTIAL","MEDIPALLE","Kacharam",4,78.81252550000001,18.7448171,327.2,3.9,0,0,.540097,328
"KARIMNAGAR","MANAKONDUR","Munjampally",1,79.19029829999999,18.3780185,0,2599.999,1,3,.54117465,251
"NAGARKURNOOL","ACHAMPET","Pulazala",7,78.6531514,16.4489094,368.976806640625,3.9,1,0,.5412451,89
"KARIMNAGAR","MANAKONDUR","Munjampally",11,79.1877217,18.3820387,190.31494140625,3.9,0,2,.54145396,249
"WANAPARTHY","WANAPARTHY","Chimanguntapally",3,78.1087935,16.4232882,338.2,3.9,1,0,.54229432,192
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",3,79.04492759999999,18.3469179,304.7,3.78,0,0,.54265237,232
"JAGTIAL","DHARMAPURI","Thimmapoor",1,79.1151196,18.9120609,100,7.583,0,1,.54267228,271
"KARIMNAGAR","GANGADHARA","Gangadhara",13,79.0123968,18.5816778,345.1,3.9,0,2,.542768,226
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",5,78.5816837,18.9227621,290.3,3.9,0,0,.54343092,293
"JAGTIAL","KODIMIAL","Sriramulapally",9,78.94901369999999,18.5863465,306,3.668,0,0,.54506183,304
"JAGTIAL","MALLIAL","Potharam",4,78.9029992,18.7434367,303,3.9,0,0,.54522616,23
"NAGARKURNOOL","ACHAMPET","Pulazala",7,78.66137310000001,16.4435643,442.7,3.186,0,1,.54537576,86
"JAGTIAL","IBRAHIMPATNAM","Eradandi",6,78.5644944,18.9529697,283.2,3.9,0,0,.54545438,288
"MAHABUBNAGAR","BHOOTHPUR","Karivena",5,78.1156398,16.6602228,0,3500,0,4,.54569876,50
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",1,77.8833054,16.6599997,337.23,7.969,0,2,.5457077,64
"NAGARKURNOOL","LINGAL","Datharam",5,78.48353109999999,16.3179131,358.8345336914063,3.329,0,0,.54627508,128
"KARIMNAGAR","THIMMAPUR","Parlapally",13,79.210594,18.2776441,295.7,3.9,0,0,.54629236,262
"JAGTIAL","MALLAPUR","Gundam Pally",8,78.7195899,18.9176102,274.9,3.55,0,0,.54631245,322
"PEDDAPALLI","MUTHARAM MANTHANI","Mutharam",6,79.62196950000001,18.5041828,164.1,3.9,0,0,.54748487,354
"JAGTIAL","MALLAPUR","Sirpoor",2,78.6852933,18.933014,291.8,3.9,1,0,.54874688,319
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",6,79.1787765,18.2168778,334.9,3.9,0,0,.54900837,210
"JAGTIAL","KORUTLA","Madhapur",7,78.7425209,18.8482314,208,3.677,0,0,.54926908,309
"JAGTIAL","GOLLAPALLE","Rapalli",1,79.03048,18.8176043,216.9,3.9,0,1,.54945666,276
"JAGTIAL","METPALLI","Metlachittapur",1,78.5840625,18.795143,342.1,4.325,1,1,.54965788,332
"MAHABUBNAGAR","NAWABPET","Kishanguda",1,78.0798369,16.9485349,542.0999999999999,3.9,0,1,.54969949,75
"WANAPARTHY","PANGAL","Mohammadapur",5,78.091686,16.2039536,251.118,5.024,1,0,.54986686,180
"WANAPARTHY","AMARCHINTHA","Chandranaik Thanda",2,77.77833994477987,16.37928859689316,0,0,0,0,.54996437,168
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",4,78.5594536,16.45889,436.9,3.9,0,0,.5509119,149
"JAGTIAL","JAGTIAL RURAL","Thatipally",7,78.8519885,18.8108635,235,3.051,0,0,.55115259,301
"MAHABUBNAGAR","HANWADA","Gudimalakapur",1,77.961749,16.8423502,489,4.168,0,2,.55229056,55
"WANAPARTHY","PEBBAIR","Sugur",7,77.9891204,16.1418326,197.2,4.985,1,0,.553119,5
"JAGTIAL","KORUTLA","Madhapur",3,78.74262299999999,18.8488065,207,4.484,0,0,.55366367,309
"NAGARKURNOOL","PEDDAKOTHAPALLE","Gantraopally",4,78.304222,16.2231909,272.9567260742188,3.881,0,0,.55394059,133
"JAGTIAL","METPALLI","Rajeshwar Raopet",1,78.57337800000001,18.8217709,329,3.9,0,1,.55403024,18
"JAGTIAL","GOLLAPALLE","Rapalli",4,79.0347958,18.8161542,147,3.399,0,0,.55459344,277
"MAHABUBNAGAR","BHOOTHPUR","Thatiparthy",6,78.1014445,16.7155484,426,4.179,0,0,.55514342,48
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",25,79.16996330000001,18.4629522,0,1542.54,1,3,.55515712,246
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",8,78.4853074,16.5208708,343.3651123046875,5.787,1,1,.55521661,117
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",14,78.55015640000001,16.457949,355.1821899414063,3.9,0,2,.5553847,152
"KARIMNAGAR","RAMADUGU","Deshrajpalle",7,79.07090909999999,18.5381148,235.6,4.339,0,0,.55674136,255
"WANAPARTHY","PEDDAMANDADI","Balijapally",1,78.0946711,16.44989,363.3999938964844,4.04,0,0,.55808109,190
"JAGTIAL","IBRAHIMPATNAM","Fakir Kondapur",3,78.6300554,18.9506117,253.5,3.9,0,0,.55831444,291
"KARIMNAGAR","SHANKARAPATNAM","Maktha",8,79.3095611,18.3012571,248.5,3.781,0,2,.55854517,7
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",7,78.5564972,16.4450989,363.2964477539063,3.9,0,0,.55869228,151
"NAGARKURNOOL","BALMOOR","Godal",1,78.5535064,16.3518694,471.4,3.9,0,1,.55870754,102
"MAHABUBNAGAR","RAJAPUR","Thirumalapur",1,78.03398610000001,16.8958522,0,2900,0,1,.5587312,84
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",19,78.5653385,16.4572505,447.1,3.9,0,2,.55902719,150
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",7,78.5637401,18.8977692,302.8,3.52,1,1,.55944675,1
"JAGTIAL","KATHLAPUR","Sirkonda",9,78.7061678,18.7604074,293.4,3.9,0,7,.55947691,313
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",6,78.27079550000001,16.1202292,234.030029296875,3.9,0,0,.55961072,120
"JAGTIAL","RAIKAL","Itkial",10,78.77620159999999,18.9263693,248.7,3.133,0,0,.55977559,340
"MAHABUBNAGAR","BHOOTHPUR","Karivena",3,78.08738719999999,16.6713458,365.4,4.476,1,0,.55986792,49
"JAGTIAL","MALLAPUR","Sirpoor",38,78.68539,18.933305,271.7,3.9,1,2,.5600177,318
"WANAPARTHY","PEBBAIR","Buniyadpur",8,77.9906165,16.1712741,234.79,6.261,1,2,.56012756,188
"JAGTIAL","MALLAPUR","Sirpoor",9,78.6853333,18.9331932,289.3,3.9,1,0,.56049794,318
"JAGTIAL","MALLAPUR","Sirpoor",6,78.6854101,18.93335,291.9,3.9,1,0,.56061876,319
"KARIMNAGAR","SHANKARAPATNAM","Maktha",6,79.3098007,18.3050572,252.7,3.46,0,0,.56099296,9
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",8,79.18833909999999,18.4467371,251.6,3.9,1,0,.56127566,245
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",7,77.8835749,16.6603814,342.567,6.806,0,0,.56130499,64
"JAGTIAL","KODIMIAL","Kondapur",7,78.8958373,18.6179852,396.8,3.9,0,0,.56155223,21
"MAHABUBNAGAR","JADCHERLA","Nelabanda Thanda",9,78.29915149999999,16.8529792,0,82.5,1,6,.56158817,58
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",4,79.1974554,18.2116896,335.5,3.9,0,0,.56206071,215
"NAGARKURNOOL","TELKAPALLY","Zamistapur",2,78.3947715,16.4807471,361.913,5.498,0,0,.56231666,145
"MAHABUBNAGAR","BHOOTHPUR","Karivena",2,78.1156398,16.6602228,0,3500,0,4,.56236708,50
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",10,77.89146909999999,16.6608453,340.365,4.698,0,0,.56244355,65
"KARIMNAGAR","THIMMAPUR","Parlapally",6,79.21121650000001,18.2904734,0,180.68,1,0,.56244457,263
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",3,79.048965,18.3529628,299.1,3.9,0,0,.56276631,234
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",2,79.04468180000001,18.3468471,262.6000061035156,3.9,0,0,.56289572,232
"PEDDAPALLI","MUTHARAM MANTHANI","Mutharam",7,79.6217505,18.5043168,162.2,3.9,0,0,.56294608,354
"NAGARKURNOOL","BALMOOR","Banala",7,78.62980880000001,16.317133,503.8,3.04,1,0,.56298816,104
"JAGTIAL","Endapalli","Godishelapet",1,79.23684470000001,18.7863562,169.8,3.9,0,1,.56356174,347
"JAGTIAL","GOLLAPALLE","Rapalli",1,79.04805570000001,18.8076293,144,5.9,0,1,.56374419,278
"JAGTIAL","GOLLAPALLE","Vengalapur",6,79.01508629999999,18.8094998,218.4,96,0,0,.56440479,284
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",9,78.550324,16.4576097,357.3056030273438,3.9,0,0,.56448036,152
"MAHABUBNAGAR","MOOSAPET","Polkampally",7,78.0151809,16.6170628,336.45,8.755000000000001,0,2,.56474119,70
"JAGTIAL","KORUTLA","Madhapur",11,78.7428829,18.848734,206,3.533,0,0,.56498933,309
"KARIMNAGAR","GANGADHARA","Sarvareddypally",7,79.07125259999999,18.6347055,248,4.32,0,0,.56632185,221
"PEDDAPALLI","MANTHANI","Kakarlapalli",10,79.6531928,18.6047238,0,4199.999,1,5,.56651944,353
"WANAPARTHY","PANGAL","Mallaipally",4,78.0543883,16.2552792,354,3.9,1,0,.56674963,184
"WANAPARTHY","WANAPARTHY","Chimanguntapally",4,78.1040106,16.4221841,346,3.9,1,0,.56700665,191
"JAGTIAL","Endapalli","Godishelapet",6,79.2367802,18.7863654,184.7,3.9,0,0,.56762469,347
"JAGTIAL","MALLAPUR","Sirpoor",35,78.6853898,18.933305,271.7,3.9,1,0,.568443,318
"MAHABUBNAGAR","MOOSAPET","Janampet",8,77.98563559999999,16.6362501,346.868,7.447,1,2,.56952971,72
"JAGTIAL","MEDIPALLE","Kacharam",17,78.8122967,18.74502,331.4,3.9,0,1,.56957245,328
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",12,78.55024539999999,16.4579158,358.191650390625,3.881,0,0,.56959063,152
"JAGTIAL","JAGTIAL RURAL","Gullapet",2,78.95518,18.8701764,179,3.301,0,0,.5704307,298
"NAGARKURNOOL","PEDDAKOTHAPALLE","Peddakarpamula",12,78.3924667,16.3031223,330.4869995117188,3.9,0,0,.5706616,132
"JAGTIAL","MALLIAL","Thatipally",3,78.98228,18.6904343,231,3.9,0,0,.57072461,324
"PEDDAPALLI","ANTHERGAON","Akenapalli",1,79.36959349999999,18.7944692,88,4.04,0,1,.57096231,349
"WANAPARTHY","PEBBAIR","Buniyadpur",1,77.9906165,16.1712741,234.79,6.261,1,2,.5720309,188
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",14,78.3506138,16.2414519,369.4,3.9,1,0,.57214922,134
"JAGTIAL","GOLLAPALLE","Rapalli",6,79.03048,18.8176043,216.9,3.9,0,1,.5721848,276
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",12,77.81039629999999,16.4942414,275.496,4.342,0,0,.57232702,39
"NAGARKURNOOL","VELDANDA","Peddapur",5,78.5210573,16.7962155,416.855224609375,3.884,1,1,.57279235,162
"NAGARKURNOOL","ACHAMPET","Lingotam",7,78.599509,16.4093933,446.5,3.058,1,0,.57280284,85
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",5,78.27039809999999,16.1189653,233.0035400390625,3.9,1,0,.5732882,119
"JAGTIAL","JAGTIAL RURAL","Thatipally",3,78.8522116,18.8106454,238,3.983,0,0,.57335335,301
"JAGTIAL","JAGTIAL RURAL","Gullapet",3,78.9668116,18.8550549,169,3.933,0,0,.57362115,300
"NAGARKURNOOL","BIJINAPALLY","Gouraram",16,78.1311333,16.578555,475.4,3.9,0,0,.57364154,115
"NAGARKURNOOL","BIJINAPALLY","Gouraram",14,78.13112340000001,16.5787137,474.8,3.9,0,0,.57421291,115
"NAGARKURNOOL","BALMOOR","Polisettypally",2,78.60128640000001,16.3794116,390.8883056640625,3.9,0,0,.57498389,98
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",1,77.78615120000001,16.5554878,0,2599.999,0,10,.57532042,51
"NAGARKURNOOL","ACHAMPET","Lingotam",6,78.5994807,16.4094197,446.4,3.005,1,0,.57558012,85
"NAGARKURNOOL","VELDANDA","Peddapur",12,78.5211092,16.7961367,414.8024291992188,4.66,1,3,.57577294,162
"KARIMNAGAR","RAMADUGU","Deshrajpalle",4,79.06890009999999,18.5297337,232.8,4.265,0,0,.57577467,258
"KARIMNAGAR","RAMADUGU","Deshrajpalle",1,79.0678734,18.5299722,239.7,3.668,0,1,.57577592,254
"NAGARKURNOOL","TADOOR","Cherla Itikyala",4,78.3159438,16.5493511,493,3.9,1,0,.57581508,143
"PEDDAPALLI","SULTANABAD","Ramunipalli",1,79.36427449999999,18.4890005,169.5,5.057,0,2,.5758338,366
"JAGTIAL","METPALLI","Rajeshwar Raopet",1,78.5706431,18.8217249,331.9,3.9,0,1,.57691628,20
"KARIMNAGAR","RAMADUGU","Deshrajpalle",4,79.0667681,18.5439969,229.5,4.504,0,0,.57813907,257
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",17,79.08533199999999,18.454872,289.1,3.9,0,0,.57910246,247
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",35,79.16996330000001,18.4629522,0,1617.961,1,4,.57917678,246
"JAGTIAL","IBRAHIMPATNAM","Dabba",4,78.5594717,18.8722667,308.7,3.9,0,1,.57949239,297
"JAGTIAL","GOLLAPALLE","Rapalli",3,79.0564703,18.8137441,144,3.524,0,0,.58070976,279
"KARIMNAGAR","THIMMAPUR","Parlapally",2,79.21028939999999,18.27762,288.2,3.9,1,0,.5808512,262
"NAGARKURNOOL","LINGAL","Ambatpally",14,78.4516667,16.2871967,395.3,3.9,0,1,.58120835,127
"WANAPARTHY","WEEPANAGANDLA","Bollaram",6,78.19794949999999,16.1470391,243.335,12.128,1,2,.58139998,207
"KARIMNAGAR","MANAKONDUR","Munjampally",4,79.1877186,18.38204,190.6940307617188,4.104,0,0,.58141905,249
"NAGARKURNOOL","BALMOOR","Balmoor",5,78.5634548,16.3200122,460.8,3.9,0,3,.58146441,113
"PEDDAPALLI","SULTANABAD","Kandunuripalli",4,79.33152149999999,18.5495591,155.9,4.375,0,0,.58365673,361
"MAHABUBNAGAR","GANDEED","Julapally",1,77.8385998,16.8653187,433.6,4.001,0,1,.58383459,6
"NAGARKURNOOL","VANGOOR","Kondareddipalle",5,78.56625750000001,16.6141978,402.9404296875,3.9,0,1,.58470643,154
"JAGTIAL","KORUTLA","Madhapur",9,78.7427536,18.848332,208,3.536,0,0,.58541071,309
"WANAPARTHY","PANGAL","Remuddula",1,78.1825233,16.315678,349.7,3.9,0,1,.58547235,175
"NAGARKURNOOL","VANGOOR","Rangapur",12,78.5494779,16.5579735,317.3472900390625,4.937,0,5,.58624578,158
"WANAPARTHY","PANGAL","Mohammadapur",4,78.09239959999999,16.2038975,244.486,11.3,1,0,.58727658,179
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",4,78.5826193,18.9175912,297.7,3.9,0,0,.58728367,292
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",1,78.4852891,16.5208802,346.598388671875,3.631,1,1,.58751619,117
"NAGARKURNOOL","VANGOOR","Sarvareddipalle",4,78.6554058,16.6144436,338.2357177734375,3.9,1,0,.58789223,156
"JAGTIAL","KODIMIAL","Sriramulapally",6,78.9412068,18.5893579,309,3.487,0,0,.58793265,303
"JAGTIAL","MALLAPUR","Gundam Pally",3,78.711803,18.919726,299.2,3.9,0,0,.5881207,323
"NAGARKURNOOL","ACHAMPET","Hazipur",4,78.69624399999999,16.438302,362.6815185546875,3.846,1,0,.58830386,91
"KARIMNAGAR","JAMMIKUNTA","Madipally",2,79.4863596,18.2715225,231.5,3.9,1,0,.58856159,239
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",2,77.8105829,16.4942195,275.703,5.908,0,0,.58886784,39
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",13,79.085324,18.4546243,300.5,3.9,0,0,.58888543,248
"NAGARKURNOOL","ACHAMPET","Pulazala",1,78.66137310000001,16.4435643,442.7,3.186,0,1,.58981681,86
"WANAPARTHY","WEEPANAGANDLA","Bollaram",7,78.197456,16.143774,238.2,3.9,0,1,.59062237,203
"PEDDAPALLI","ODELA","Jeelakunta",2,79.475431,18.433916,135.5,4.922,0,0,.59074759,26
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",6,78.1180059,16.1614863,261.37,14.208,1,2,.59138733,202
"JAGTIAL","Endapalli","Gullakota",5,79.1574067,18.7879838,202.9,3.9,1,0,.59143853,346
"WANAPARTHY","AMARCHINTHA","Nagalkadumur",1,77.7239718,16.4185024,265.4,3.742,1,1,.59174567,169
"JAGTIAL","PEGADAPALLE","Yellapur",5,79.108565,18.6708317,289,3.9,0,0,.5921461,336
